SNP,Chromosome,Position,DF,t Value,std Error,effect
GlymaLee.18G080600.1.p,18,9119027,NA,NA,NA,NA
GlymaLee.18G080800.1.p,18,9132164,NA,NA,NA,NA
GlymaLee.18G080900.1.p,18,9200912,NA,NA,NA,NA
GlymaLee.18G081000.1.p,18,9207899,765,0.455093322649791,0.162438900063727,0.0739248587575787
GlymaLee.18G081100.1.p,18,9244416,765,-0.341513772116667,0.112741031954099,-0.0385026150949699
GlymaLee.18G081200.1.p,18,9377564,NA,NA,NA,NA
GlymaLee.18G085100.1.p,18,10191757,NA,NA,NA,NA
GlymaLee.18G089200.1.p,18,11557053,NA,NA,NA,NA
GlymaLee.18G097300.1.p,18,14178476,NA,NA,NA,NA
GlymaLee.18G098100.1.p,18,14463037,NA,NA,NA,NA
GlymaLee.18G104200.1.p,18,17213420,NA,NA,NA,NA
GlymaLee.18G104300.1.p,18,17215907,NA,NA,NA,NA
GlymaLee.18G104400.1.p,18,17220440,NA,NA,NA,NA
GlymaLee.18G144600.1.p,18,48153662,NA,NA,NA,NA
GlymaLee.18G174700.1.p,18,53641995,NA,NA,NA,NA
GlymaLee.18G175100.1.p,18,53683880,NA,NA,NA,NA
GlymaLee.18G175400.1.p,18,53767372,765,0.451483720983578,0.186261489240131,0.0840940302380773
GlymaLee.18G214700.1.p,18,57766372,NA,NA,NA,NA
GlymaLee.18G224000.1.p,18,58536683,NA,NA,NA,NA
GlymaLee.18G224100.1.p,18,58545198,NA,NA,NA,NA
GlymaLee.18G225400.1.p,18,58659934,NA,NA,NA,NA
GlymaLee.18G225500.1.p,18,58671308,NA,NA,NA,NA
GlymaLee.18G225600.1.p,18,58689333,NA,NA,NA,NA
GlymaLee.18G226800.1.p,18,58831089,NA,NA,NA,NA
GlymaLee.18G226900.1.p,18,58839992,765,-0.271207795397063,0.117386125885956,-0.0318360324117322
GlymaLee.18G227000.1.p,18,58850534,765,-0.309126571700242,0.183380588168286,-0.0566878125368362
GlymaLee.18G230900.1.p,18,59157190,NA,NA,NA,NA
GlymaLee.18G231000.1.p,18,59160283,NA,NA,NA,NA
GlymaLee.19G020100.1.p,19,2598576,NA,NA,NA,NA
GlymaLee.19G044900.1.p,19,9293330,NA,NA,NA,NA
GlymaLee.19G045000.1.p,19,9329028,NA,NA,NA,NA
GlymaLee.19G045100.1.p,19,9383562,NA,NA,NA,NA
GlymaLee.19G064800.1.p,19,32138111,NA,NA,NA,NA
GlymaLee.19G082300.1.p,19,37919939,NA,NA,NA,NA
GlymaLee.19G102100.1.p,19,40909598,NA,NA,NA,NA
GlymaLee.19G104400.1.p,19,41176240,NA,NA,NA,NA
GlymaLee.19G105400.1.p,19,41296502,NA,NA,NA,NA
GlymaLee.19G105500.1.p,19,41297779,NA,NA,NA,NA
GlymaLee.19G105600.1.p,19,41319036,NA,NA,NA,NA
GlymaLee.19G105700.1.p,19,41330334,765,0.338045976069821,0.117833205439173,0.0398330409461209
GlymaLee.19G105800.1.p,19,41351425,NA,NA,NA,NA
GlymaLee.19G106900.1.p,19,41476747,NA,NA,NA,NA
GlymaLee.19G107000.1.p,19,41492664,NA,NA,NA,NA
GlymaLee.19G108800.1.p,19,41703233,NA,NA,NA,NA
GlymaLee.19G108900.1.p,19,41716789,NA,NA,NA,NA
GlymaLee.19G109100.1.p,19,41739366,NA,NA,NA,NA
GlymaLee.19G109300.1.p,19,41768435,NA,NA,NA,NA
GlymaLee.20G016500.1.p,20,2138049,NA,NA,NA,NA
GlymaLee.20G030500.1.p,20,7464752,NA,NA,NA,NA
GlymaLee.20G030600.1.p,20,7473942,NA,NA,NA,NA
GlymaLee.20G031400.1.p,20,7843068,NA,NA,NA,NA
GlymaLee.20G031500.1.p,20,7903128,NA,NA,NA,NA
GlymaLee.20G033100.1.p,20,8688047,NA,NA,NA,NA
GlymaLee.20G033300.1.p,20,8796485,NA,NA,NA,NA
GlymaLee.20G033400.1.p,20,8816283,NA,NA,NA,NA
GlymaLee.20G035000.1.p,20,9726307,NA,NA,NA,NA
GlymaLee.20G036200.1.p,20,10990898,765,-0.837321125851807,0.121362236273302,-0.101619164312254
GlymaLee.20G036300.1.p,20,10992199,765,-0.539199272382242,0.116711003003438,-0.0629304878984556
GlymaLee.20G036500.1.p,20,11048819,765,-0.539199272382242,0.116711003003438,-0.0629304878984556
GlymaLee.20G043600.1.p,20,20416633,765,-0.617202486799101,0.312066904717177,-0.19260846963914
GlymaLee.20G157800.1.p,20,45326607,NA,NA,NA,NA
GlymaLee.20G158000.1.p,20,45342653,NA,NA,NA,NA
GlymaLee.20G160000.1.p,20,45484513,765,0.78272241623007,0.161180877539047,0.126159885917446
GlymaLee.20G170000.1.p,20,46391943,NA,NA,NA,NA
GlymaLee.20G170300.1.p,20,46396297,NA,NA,NA,NA
GlymaLee.20G170400.1.p,20,46397208,NA,NA,NA,NA
UWASoyPan00005,22,296,765,-1.23479137631035,0.0617575004781656,-0.0762576290129213
UWASoyPan00022,22,958,765,2.48555841654977,0.0757297772067601,0.188230785119701
UWASoyPan00043,22,467,765,-0.0392773159381563,0.0678257250127788,-0.00266401243006142
UWASoyPan00155,22,591,765,-0.742244506166607,0.0478316784488493,-0.035502800549386
UWASoyPan00201,22,232,765,-0.967492720358639,0.0769521711302408,-0.0744506653843002
UWASoyPan00202,22,273,765,-0.255503656875445,0.0523832642284316,-0.013384115569437
UWASoyPan00251,22,452,765,1.44497003175609,0.0513563435084729,0.074208377310315
UWASoyPan00276,22,126,765,-1.62521278070511,0.0477823193445276,-0.0776564360904595
UWASoyPan00316,22,405,765,-2.35045033035839,0.0528048310550252,-0.124115132597803
UWASoyPan00326,22,266,765,-0.022469378630677,0.0537913442353498,-0.00120865808067716
UWASoyPan00427,22,933,765,-0.636652017006995,0.05184490061803,-0.033007160549996
UWASoyPan00542,22,1252,765,-0.684258005983706,0.313682008087987,-0.214639425367251
UWASoyPan00670,22,177,765,0.774787228878574,0.0598743683210951,0.0463898959123563
UWASoyPan00725,22,576,765,-0.550675999201752,0.0553841297022426,-0.0304987109637018
UWASoyPan00772,22,326,765,2.08701236686559,0.0510325881610098,0.106505642605186
UWASoyPan00953,22,399,765,0.0676633565349526,0.0462448973147819,0.00312908497493236
UWASoyPan00975,22,499,765,-1.26679102262408,0.0499216377684119,-0.0632402825597151
UWASoyPan01217,22,234,765,1.33103306522158,0.055358087660675,0.0736834451037929
UWASoyPan01253,22,473,765,0.637349579005922,0.0530412048516778,0.0338057895821837
UWASoyPan01320,22,297,765,-0.959719172952758,0.0494484729665111,-0.0474566475791969
UWASoyPan01330,22,494,765,-0.269469541169705,0.0575641769773113,-0.0155117923578878
UWASoyPan01418,22,410,765,-0.00612085745933852,0.0537571477560111,-0.000329039838835143
UWASoyPan01530,22,288,765,-1.13697521154962,0.0459852149308487,-0.0522840494741565
UWASoyPan01729,22,359,765,0.390704536859527,0.0745852321021595,0.0291407885650345
UWASoyPan01876,22,352,765,-0.110312826408515,0.0592467763161844,-0.00653567935103139
UWASoyPan01973,22,270,765,-0.46588751418952,0.0523409171009147,-0.0243849797585449
UWASoyPan02043,22,381,765,-0.257173632416273,0.0545790192230322,-0.0140362846273048
UWASoyPan02496,22,266,765,-1.39671873088826,0.057915538497049,-0.0808917174283086
UWASoyPan02799,22,488,765,0.911441982840981,0.0485719910953842,0.0442705518745115
UWASoyPan03194,22,548,765,-1.5395468357294,0.055524547992364,-0.0854826421669492
UWASoyPan03230,22,272,765,0.677192297599951,0.0904521340300801,0.0612534884666487
UWASoyPan03233,22,224,765,0.800143597482358,0.070204464935387,0.0561736531327246
UWASoyPan03261,22,320,765,-0.0914609086580062,0.0459676047583229,-0.0042042389000283
UWASoyPan03336,22,248,765,-0.208673623279929,0.0534998650382243,-0.0111640106825135
UWASoyPan03340,22,887,765,-0.988091075790025,0.0490111604472452,-0.0484274902520361
UWASoyPan03402,22,532,765,-0.712573227477375,0.0465073873306998,-0.0331399190917772
UWASoyPan04211,22,750,765,-0.377936587069162,0.315632261917857,-0.119288979838155
UWASoyPan04314,22,261,765,-0.521885109729925,0.0576624750524406,-0.0300931871200421
UWASoyPan04354,22,277,765,2.68077809558089,0.0547790990481431,0.146850608823918
UWASoyPan04757,22,270,765,-1.21749990051384,0.119547443469851,-0.145549000531227
UWASoyPan04912,22,188,765,-0.377936587069162,0.315632261917857,-0.119288979838155
UWASoyPan04967,22,265,765,2.55299408084635,0.0613715815401498,0.156681284404181
UWASoyPan05095,22,299,765,-1.7149510792781,0.187865655023923,-0.322180407842564
UWASoyPan05312,22,248,765,0.127623557613778,0.0565645644978506,0.0072189709560897
